[Gene ID]	[source_id]	[Min %ile (Within Chosen Samples)]	[Max %ile (Within Chosen Samples)]	[Gene Name or Symbol]	[gene_source_id]	[pfal3D7_Stunnenberg_pi_time_series [htseq-union - unstranded - fpkm] - Hour 5]	[pfal3D7_Stunnenberg_pi_time_series [htseq-union - unstranded - fpkm] - Hour 10]	[pfal3D7_Stunnenberg_pi_time_series [htseq-union - unstranded - fpkm] - Hour 15]	[pfal3D7_Stunnenberg_pi_time_series [htseq-union - unstranded - fpkm] - Hour 20]	[pfal3D7_Stunnenberg_pi_time_series [htseq-union - unstranded - fpkm] - Hour 25]	[pfal3D7_Stunnenberg_pi_time_series [htseq-union - unstranded - fpkm] - Hour 30]	[pfal3D7_Stunnenberg_pi_time_series [htseq-union - unstranded - fpkm] - Hour 35]	[pfal3D7_Stunnenberg_pi_time_series [htseq-union - unstranded - fpkm] - Hour 40]	[scaled  - Hour 5]	[scaled  - Hour 10]	[scaled  - Hour 15]	[scaled  - Hour 20]	[scaled  - Hour 25]	[scaled  - Hour 30]	[scaled  - Hour 35]	[scaled  - Hour 40]	
PF3D7_1325300	PF3D7_1325300.1	32.5	32.5	N/A	PF3D7_1325300	4.78	3.78	1.94	1.69	3.07	8.11	9.3	11.82	0.3	0.19	0.12	0.3	1.97	7.23	9.3	5.48	
PF3D7_1325400	PF3D7_1325400.1	65.6	65.6	N/A	PF3D7_1325400	26.12	8.87	3.3	1.98	2.42	15.81	72.46	125.4	1.65	0.46	0.21	0.36	1.56	14.11	72.46	58.12	
PF3D7_1325500	PF3D7_1325500.1	16.4	16.4	N/A	PF3D7_1325500	1.78	1.03	0.49	2.1	19.87	30.4	21.93	12.23	0.11	0.05	0.03	0.38	12.79	27.12	21.93	5.67	
PF3D7_1325600	PF3D7_1325600.1	60.1	60.1	FIS1	PF3D7_1325600	19.38	4.02	4.61	8.73	41.39	86.79	102.2	145.7	1.23	0.21	0.3	1.57	26.64	77.43	102.2	67.53	
PF3D7_1325700	PF3D7_1325700.1	42.5	42.5	N/A	PF3D7_1325700	8.07	4.51	4.91	11.83	54.84	83.87	100.01	82.95	0.51	0.23	0.32	2.13	35.29	74.82	100.01	38.45	
PF3D7_1325800	PF3D7_1325800.1	16.5	16.5	N/A	PF3D7_1325800	1.79	2.82	7.66	26.56	86.63	58.91	19.57	4.18	0.11	0.15	0.49	4.79	55.75	52.55	19.57	1.94	
PF3D7_1325900	PF3D7_1325900.1	36.5	36.5	N/A	PF3D7_1325900	6.01	2.87	1.56	1.29	2.41	13.85	45.49	51.74	0.38	0.15	0.1	0.23	1.55	12.35	45.49	23.98	
PF3D7_1326000	PF3D7_1326000.1	72.8	72.8	N/A	PF3D7_1326000	39.97	8.25	6.19	3.58	18.68	70.2	119.98	183.8	2.53	0.42	0.4	0.65	12.02	62.62	119.98	85.19	
PF3D7_1326100	PF3D7_1326100.1	48.1	48.1	N/A	PF3D7_1326100	10.79	13.11	26.13	39.98	54.37	58.26	57.14	57.4	0.68	0.67	1.68	7.2	34.99	51.98	57.14	26.6	
PF3D7_1326200	PF3D7_1326200.1	46	46	N/A	PF3D7_1326200	9.58	10.96	18.09	22.56	30.4	43.41	49.05	41.89	0.61	0.56	1.16	4.07	19.56	38.73	49.05	19.42	
PF3D7_1326300	PF3D7_1326300.1	75.5	75.5	N/A	PF3D7_1326300	46.64	111.55	116.85	108.37	115.97	140.85	121.79	108.9	2.95	5.74	7.52	19.53	74.63	125.66	121.79	50.47	
PF3D7_1326400	PF3D7_1326400.1	51.7	51.7	N/A	PF3D7_1326400	12.83	41.21	60.63	58.77	58.8	59.08	52.35	39.89	0.81	2.12	3.9	10.59	37.84	52.71	52.35	18.49	
PF3D7_1326500	PF3D7_1326500.1	27.4	27.4	N/A	PF3D7_1326500	3.71	3.41	2.71	2.42	5.29	14.32	21.62	16.39	0.23	0.18	0.17	0.44	3.41	12.77	21.62	7.6	
PF3D7_1326600	PF3D7_1326600.1	38.2	38.2	N/A	PF3D7_1326600	6.47	3.26	1.85	1.62	13.36	33.81	51	37.22	0.41	0.17	0.12	0.29	8.59	30.16	51	17.25	
PF3D7_1326700	PF3D7_1326700.1	66.6	66.6	N/A	PF3D7_1326700	27.65	14.17	23.03	28.84	50.77	35.31	28.14	20.12	1.75	0.73	1.48	5.2	32.67	31.5	28.14	9.32	
PF3D7_1326800	PF3D7_1326800.1	27.8	27.8	SYN18	PF3D7_1326800	3.77	7.68	9.33	8.04	12.49	16.06	20.73	26.2	0.24	0.4	0.6	1.45	8.04	14.33	20.73	12.14	
PF3D7_1326900	PF3D7_1326900.1	63.1	63.1	N/A	PF3D7_1326900	22.82	34.38	48.48	39.77	42.04	33.27	25.51	16.41	1.44	1.77	3.12	7.17	27.06	29.68	25.51	7.61	
PF3D7_1327000	PF3D7_1327000.1	29.1	29.1	N/A	PF3D7_1327000	4.08	15.36	28.07	33.32	42.58	46.01	35.26	18.39	0.26	0.79	1.81	6	27.4	41.05	35.26	8.53	
PF3D7_1327100	PF3D7_1327100.1	10.1	10.1	N/A	PF3D7_1327100	0.89	2.18	3.13	2.27	1.76	2.46	2.83	2.18	0.06	0.11	0.2	0.41	1.13	2.19	2.83	1.01	
PF3D7_1327200	PF3D7_1327200.1	67.6	67.6	RPR2	PF3D7_1327200	29.27	109.87	139.33	130.48	103.83	112.78	101.67	37.24	1.85	5.66	8.97	23.51	66.82	100.61	101.67	17.26	
PF3D7_1327300	PF3D7_1327300.1	98.7	98.7	N/A	PF3D7_1327300	1239	409.71	92.05	75.09	103.68	77.82	63.76	120.15	78.43	21.09	5.92	13.53	66.72	69.43	63.76	55.69	
PF3D7_1327400	PF3D7_1327400.1	78.7	78.7	N/A	PF3D7_1327400	58.07	16.96	4.43	7.86	29.23	82.28	149.22	271.69	3.68	0.87	0.29	1.42	18.81	73.4	149.22	125.92	
PF3D7_1327500	PF3D7_1327500.1	49.4	49.4	N/A	PF3D7_1327500	11.43	2.96	0.76	0.64	0.32	1.72	7.91	29.67	0.72	0.15	0.05	0.12	0.21	1.53	7.91	13.75	
PF3D7_1327600	PF3D7_1327600.1	82.4	82.4	NMNAT	PF3D7_1327600	78.21	27.26	20.6	21.8	33.25	27.04	21.33	16.03	4.95	1.4	1.33	3.93	21.4	24.13	21.33	7.43	
PF3D7_1327700	PF3D7_1327700.1	70.9	70.9	UPF3B	PF3D7_1327700	36.09	81.97	87.12	65.84	53.67	59.2	50.7	21.75	2.28	4.22	5.61	11.86	34.54	52.82	50.7	10.08	
PF3D7_1327800	PF3D7_1327800.1	61.7	61.7	N/A	PF3D7_1327800	20.89	45.21	59.16	61.17	71.72	70.44	58.12	41.01	1.32	2.33	3.81	11.02	46.15	62.84	58.12	19.01	
PF3D7_1327900	PF3D7_1327900.1	9.1	9.1	N/A	PF3D7_1327900	0.73	0.86	0	1.17	0.4	0	0.5	0.45	0.05	0.04	0	0.21	0.26	0	0.5	0.21	
PF3D7_1328000	PF3D7_1328000.1	14.9	14.9	N/A	PF3D7_1328000	1.6	0.76	0.8	0.57	4.97	18.15	30.3	24.61	0.1	0.04	0.05	0.1	3.2	16.19	30.3	11.41	
PF3D7_1328100	PF3D7_1328100.1	69.4	69.4	N/A	PF3D7_1328100	32.59	88.15	143.36	178.99	255.07	348.83	407.82	476.09	2.06	4.54	9.23	32.25	164.15	311.2	407.82	220.67	
PF3D7_1328200	PF3D7_1328200.1	37.1	37.1	N/A	PF3D7_1328200	6.17	2.32	1.45	1.27	4.87	15.61	30.48	34.99	0.39	0.12	0.09	0.23	3.13	13.93	30.48	16.22	
PF3D7_1328300	PF3D7_1328300.1	91.6	91.6	N/A	PF3D7_1328300	204.83	61	49.24	65.54	74.33	108.38	221.4	372.13	12.97	3.14	3.17	11.81	47.83	96.69	221.4	172.48	
PF3D7_1328400	PF3D7_1328400.1	48.8	48.8	N/A	PF3D7_1328400	11.12	6.54	13.39	30.28	66.92	67.88	48.84	26.61	0.7	0.34	0.86	5.46	43.07	60.55	48.84	12.34	
PF3D7_1328500	PF3D7_1328500.1	83.5	83.5	N/A	PF3D7_1328500	86.22	55.94	74.06	79.1	65.73	67.25	64.29	51.95	5.46	2.88	4.77	14.25	42.3	60	64.29	24.08	
PF3D7_1328600	PF3D7_1328600.1	55.8	55.8	N/A	PF3D7_1328600	15.58	6.85	3.24	2.96	2.73	3.98	2.49	3.01	0.99	0.35	0.21	0.53	1.76	3.55	2.49	1.39	
PF3D7_1328800	PF3D7_1328800.1	68.7	68.7	SIR2A	PF3D7_1328800	31.24	25.33	29.74	39.65	36.15	28.1	34.29	67.06	1.98	1.3	1.91	7.14	23.27	25.06	34.29	31.08	
PF3D7_1328900	PF3D7_1328900.1	50.3	50.3	N/A	PF3D7_1328900	12.03	16.01	32.81	46.14	52.83	70.8	72.69	52.46	0.76	0.82	2.11	8.31	34	63.17	72.69	24.31	
PF3D7_1329000	PF3D7_1329000.1	61.9	61.9	N/A	PF3D7_1329000	20.98	44.15	55.82	47.72	46.72	38.62	27.13	13.16	1.33	2.27	3.59	8.6	30.07	34.46	27.13	6.1	
PF3D7_1329100	PF3D7_1329100.1	58.7	58.7	MyoC	PF3D7_1329100	18.09	9.32	21.19	43.6	63.07	45.46	48.71	55.84	1.15	0.48	1.36	7.86	40.59	40.56	48.71	25.88	
PF3D7_1329200	PF3D7_1329200.1	31.9	31.9	N/A	PF3D7_1329200	4.64	5.1	3.26	5.06	9.16	25.28	44.46	43.54	0.29	0.26	0.21	0.91	5.9	22.55	44.46	20.18	
PF3D7_1329300	PF3D7_1329300.1	33.6	33.6	N/A	PF3D7_1329300	5.07	6.03	5.61	4.03	8.14	25.02	45.56	54.01	0.32	0.31	0.36	0.73	5.24	22.32	45.56	25.03	
PF3D7_1329400	PF3D7_1329400.1	33	33	N/A	PF3D7_1329400	4.89	14.16	20.56	21.67	28.39	33.38	20.71	12.94	0.31	0.73	1.32	3.9	18.27	29.78	20.71	6	
PF3D7_1329500	PF3D7_1329500.1	93	93	N/A	PF3D7_1329500	253.54	393.29	454.33	268.02	48.62	51.26	48.95	30.5	16.05	20.25	29.24	48.3	31.29	45.73	48.95	14.14	
PF3D7_1329600	PF3D7_1329600.1	95.6	95.6	N/A	PF3D7_1329600	438.1	384.08	361.99	310.33	276.86	266.95	247.44	148	27.73	19.77	23.3	55.92	178.17	238.16	247.44	68.6	
PF3D7_1329700	PF3D7_1329700.1	76.6	76.6	ACBP1	PF3D7_1329700	50.09	16.07	5.77	2.51	2.02	2.12	3.01	11.33	3.17	0.83	0.37	0.45	1.3	1.89	3.01	5.25	
PF3D7_1329800	PF3D7_1329800.1	31.4	31.4	N/A	PF3D7_1329800	4.55	1.79	0.41	1.08	4.82	9.49	6.21	2.3	0.29	0.09	0.03	0.19	3.1	8.47	6.21	1.07	
PF3D7_1329900	PF3D7_1329900.1	19.2	19.2	N/A	PF3D7_1329900	2.21	0.98	0.83	3.13	6.51	6.88	5.81	2.52	0.14	0.05	0.05	0.56	4.19	6.14	5.81	1.17	
PF3D7_1330000	PF3D7_1330000.1	43.6	43.6	N/A	PF3D7_1330000	8.53	17.86	27.51	39.87	38.93	51.69	51.35	43.7	0.54	0.92	1.77	7.18	25.05	46.11	51.35	20.25	
PF3D7_1330000	PF3D7_1330000.2	43.6	43.6	N/A	PF3D7_1330000	8.53	17.86	27.51	39.87	38.93	51.69	51.35	43.7	0.54	0.92	1.77	7.18	25.05	46.11	51.35	20.25	
PF3D7_1330100	PF3D7_1330100.1	48	48	N/A	PF3D7_1330100	10.72	11.25	13.48	19.54	32.76	83.09	134.32	134.91	0.68	0.58	0.87	3.52	21.08	74.13	134.32	62.53	
PF3D7_1330200	PF3D7_1330200.1	38.8	38.8	N/A	PF3D7_1330200	6.73	5.43	7.21	10.2	16.29	44.49	72.74	95.14	0.43	0.28	0.46	1.84	10.48	39.69	72.74	44.1	
PF3D7_1330300	PF3D7_1330300.1	46.4	46.4	N/A	PF3D7_1330300	9.82	9.32	19.03	49.03	94.42	107.75	117.2	97.01	0.62	0.48	1.22	8.83	60.76	96.12	117.2	44.96	
PF3D7_1330400	PF3D7_1330400.1	80.6	80.6	N/A	PF3D7_1330400	67.7	115.03	142.06	105.76	63.9	100.36	152.77	342.99	4.29	5.92	9.14	19.06	41.12	89.54	152.77	158.97	
PF3D7_1330400	PF3D7_1330400.2	80.6	80.6	N/A	PF3D7_1330400	67.7	115.03	142.06	105.76	63.9	100.36	152.77	342.99	4.29	5.92	9.14	19.06	41.12	89.54	152.77	158.97	
PF3D7_1330500	PF3D7_1330500.1	73.5	73.5	N/A	PF3D7_1330500	41.69	28.56	16.5	11.59	10.87	43.05	112.8	118.39	2.64	1.47	1.06	2.09	7	38.4	112.8	54.87	
PF3D7_1330600	PF3D7_1330600.1	33	33	N/A	PF3D7_1330600	4.9	4.22	3.82	3.55	26.89	67.56	91.51	64.09	0.31	0.22	0.25	0.64	17.3	60.27	91.51	29.7	
PF3D7_1330700	PF3D7_1330700.1	28.2	28.2	N/A	PF3D7_1330700	3.83	3.63	2.35	2.83	11.18	33.76	63.88	65.62	0.24	0.19	0.15	0.51	7.2	30.11	63.88	30.41	
PF3D7_1330800	PF3D7_1330800.1	98	98	N/A	PF3D7_1330800	843.57	1425.94	1332.03	1602.19	2120	1678.7	977.83	366.07	53.4	73.41	85.72	288.7	1364.3	1497.61	977.83	169.67	
PF3D7_1331000	PF3D7_1331000.1	76.1	76.1	N/A	PF3D7_1331000	48.46	12.82	4.69	3.92	3.96	6.2	9.42	15.76	3.07	0.66	0.3	0.71	2.55	5.53	9.42	7.31	
PF3D7_1331100	PF3D7_1331100.1	71.6	71.6	POLQ	PF3D7_1331100	37.68	23.39	29.23	32.8	33.58	26.41	23.37	40.58	2.39	1.2	1.88	5.91	21.61	23.56	23.37	18.81	
PF3D7_1331200	PF3D7_1331200.1	75.9	75.9	N/A	PF3D7_1331200	47.95	76.82	111.51	105.62	128.03	136.06	93.89	62.06	3.04	3.95	7.18	19.03	82.39	121.38	93.89	28.77	
PF3D7_1331300	PF3D7_1331300.1	59.2	59.2	SP21	PF3D7_1331300	18.54	5.36	0.71	1.76	14.47	54.21	97.81	184.76	1.17	0.28	0.05	0.32	9.31	48.36	97.81	85.63	
PF3D7_1331400	PF3D7_1331400.1	77.4	77.4	N/A	PF3D7_1331400	52.78	5.49	1.49	1.02	1.14	0.51	1.06	7.4	3.34	0.28	0.1	0.18	0.74	0.46	1.06	3.43	
PF3D7_1331500	PF3D7_1331500.1	90.5	90.5	N/A	PF3D7_1331500	182.04	46.31	7.06	11.71	31.1	37.64	34.68	35.74	11.52	2.38	0.45	2.11	20.02	33.58	34.68	16.56	
PF3D7_1331600	PF3D7_1331600.1	81.2	81.2	PTPLA	PF3D7_1331600	70.9	17.85	4.57	4.84	13.98	68.93	181.69	247.53	4.49	0.92	0.29	0.87	9	61.49	181.69	114.73	
PF3D7_1331700	PF3D7_1331700.1	49	49	N/A	PF3D7_1331700	11.27	36.23	74.04	106.24	83.53	52.99	68.94	55.48	0.71	1.87	4.77	19.14	53.76	47.27	68.94	25.72	
PF3D7_1331800	PF3D7_1331800.1	94.1	94.1	N/A	PF3D7_1331800	319.06	1165.94	1521.98	1937.92	1962.35	1849.89	1477.02	1207.09	20.2	60.03	97.95	349.2	1262.85	1650.34	1477.02	559.47	
PF3D7_1332000	PF3D7_1332000.1	73.9	73.9	SYN5	PF3D7_1332000	42.76	36.23	35.63	41.99	34.15	39.45	45.61	56.16	2.71	1.87	2.29	7.57	21.98	35.19	45.61	26.03	
PF3D7_1332100	PF3D7_1332100.1	57.4	57.4	N/A	PF3D7_1332100	16.82	3.73	1.81	1.43	2.06	1.69	1.69	11.19	1.06	0.19	0.12	0.26	1.32	1.51	1.69	5.19	
PF3D7_1332200	PF3D7_1332200.1	91.8	91.8	N/A	PF3D7_1332200	211.67	49.81	9.15	3.55	2.12	2.64	3.13	80.59	13.4	2.56	0.59	0.64	1.36	2.36	3.13	37.35	
PF3D7_1332300	PF3D7_1332300.1	55.8	55.8	TRAPPC2	PF3D7_1332300	15.53	19.61	22.75	25.06	37.18	53.62	59.85	60.88	0.98	1.01	1.46	4.52	23.93	47.83	59.85	28.22	
PF3D7_1332400	PF3D7_1332400.1	63.2	63.2	N/A	PF3D7_1332400	22.97	26.94	39.86	39.91	34.79	32.07	30.92	19.2	1.45	1.39	2.56	7.19	22.39	28.61	30.92	8.9	
PF3D7_1332500	PF3D7_1332500.1	79.9	79.9	N/A	PF3D7_1332500	64.06	110.18	122.55	106.65	67.03	60.95	70.94	88.9	4.05	5.67	7.89	19.22	43.14	54.38	70.94	41.2	
PF3D7_1332600	PF3D7_1332600.1	59.2	59.2	APN1	PF3D7_1332600	18.57	6.93	3.39	7.75	31.56	75.41	104.04	120.86	1.18	0.36	0.22	1.4	20.31	67.27	104.04	56.02	
PF3D7_1332700	PF3D7_1332700.1	73.7	73.7	DBP8	PF3D7_1332700	42.13	82.19	103.86	105.5	110.26	95.15	62.53	31.11	2.67	4.23	6.68	19.01	70.96	84.89	62.53	14.42	
PF3D7_1332800	PF3D7_1332800.1	70.7	70.7	N/A	PF3D7_1332800	35.47	90.39	115.48	127.06	137.75	110.64	73.06	36.35	2.25	4.65	7.43	22.9	88.65	98.7	73.06	16.85	
PF3D7_1332900	PF3D7_1332900.1	54.4	54.4	N/A	PF3D7_1332900	14.52	61.73	128.43	133.97	144.73	146.49	112.94	62.9	0.92	3.18	8.26	24.14	93.14	130.69	112.94	29.15	
PF3D7_1333000	PF3D7_1333000.1	35	35	CPN20	PF3D7_1333000	5.51	11.37	33.49	66.88	120.5	140.43	110.63	64.29	0.35	0.59	2.16	12.05	77.55	125.28	110.63	29.8	
PF3D7_1333100	PF3D7_1333100.1	20.6	20.6	N/A	PF3D7_1333100	2.42	2.58	2.97	2.84	3.58	4.94	5.41	3.66	0.15	0.13	0.19	0.51	2.3	4.41	5.41	1.7	
PF3D7_1333200	PF3D7_1333200.1	39.6	39.6	UBA1	PF3D7_1333200	6.96	6.94	15.02	23.57	41.28	53.75	71.64	62.12	0.44	0.36	0.97	4.25	26.56	47.95	71.64	28.79	
PF3D7_1333300	PF3D7_1333300.1	47.8	47.8	N/A	PF3D7_1333300	10.57	32.74	56.2	68.47	74.45	83.45	108.5	109.26	0.67	1.69	3.62	12.34	47.91	74.45	108.5	50.64	
PF3D7_1333400	PF3D7_1333400.1	61.7	61.7	N/A	PF3D7_1333400	20.89	64.88	105.18	102.78	97.1	105.05	108.02	118.65	1.32	3.34	6.77	18.52	62.49	93.72	108.02	55	
PF3D7_1333500	PF3D7_1333500.1	24.9	24.9	N/A	PF3D7_1333500	3.16	3.58	3.9	5.44	31.89	58.85	44.7	19.78	0.2	0.18	0.25	0.98	20.53	52.51	44.7	9.17	
PF3D7_1333600	PF3D7_1333600.1	72.9	72.9	UTP4	PF3D7_1333600	40.15	74.88	88.56	87.19	89.74	66.42	32.45	12.21	2.54	3.85	5.7	15.71	57.75	59.26	32.45	5.66	
PF3D7_1333700	PF3D7_1333700.1	83.7	83.7	CenH3	PF3D7_1333700	88.4	25.31	16.65	23.27	50.35	83.22	101.46	172.24	5.6	1.3	1.07	4.19	32.4	74.25	101.46	79.83	
PF3D7_1333800	PF3D7_1333800.1	73.4	73.4	N/A	PF3D7_1333800	41.48	67.64	80.92	80.65	100.87	131.63	101.64	65.4	2.63	3.48	5.21	14.53	64.91	117.44	101.64	30.31	
PF3D7_1333900	PF3D7_1333900.1	16.2	16.2	N/A	PF3D7_1333900	1.76	0.81	1.01	1.2	7.97	21.2	33.08	23.98	0.11	0.04	0.06	0.22	5.13	18.92	33.08	11.11	
PF3D7_1334000	PF3D7_1334000.1	29.5	29.5	N/A	PF3D7_1334000	4.19	3.64	3.01	2.41	5.14	17.97	44.48	51.65	0.27	0.19	0.19	0.43	3.3	16.03	44.48	23.94	
PF3D7_1334100	PF3D7_1334100.1	23.8	23.8	N/A	PF3D7_1334100	2.93	2.23	2.93	3.78	14.41	41.56	66.58	52.04	0.19	0.11	0.19	0.68	9.28	37.07	66.58	24.12	
PF3D7_1334200	PF3D7_1334200.1	73.3	73.3	N/A	PF3D7_1334200	41.34	172	339.09	471.11	667.57	594.87	322.19	87.28	2.62	8.86	21.82	84.89	429.61	530.7	322.19	40.46	
PF3D7_1334300	PF3D7_1334300.1	53.4	53.4	MSRP5	PF3D7_1334300	13.81	10.58	7.9	74.74	317.09	376.24	184.7	58.25	0.87	0.54	0.51	13.47	204.06	335.65	184.7	27	
PF3D7_1334400	PF3D7_1334400.1	8.7	8.7	MSRP4	PF3D7_1334400	0.66	0.97	0.32	0.53	0.71	1.71	4.88	5.15	0.04	0.05	0.02	0.09	0.46	1.52	4.88	2.39	
PF3D7_1334500	PF3D7_1334500.1	17.4	17.4	MSRP6	PF3D7_1334500	1.94	1.16	2.2	7.25	81.11	199.33	130.34	39.36	0.12	0.06	0.14	1.31	52.2	177.83	130.34	18.24	
PF3D7_1334600	PF3D7_1334600.1	28.3	28.3	MSRP3	PF3D7_1334600	3.86	2.51	0.77	0.33	0.46	5.43	32.28	77.68	0.24	0.13	0.05	0.06	0.3	4.85	32.28	36	
PF3D7_1334700	PF3D7_1334700.1	91.2	91.2	MSRP7	PF3D7_1334700	191.26	308.34	313.12	132.41	42.41	66.28	73.67	38.39	12.11	15.87	20.15	23.86	27.29	59.13	73.67	17.8	
PF3D7_1334800	PF3D7_1334800.1	51	51	MSRP2	PF3D7_1334800	12.41	13.64	18.34	16.77	23.68	73.63	201.57	321.33	0.79	0.7	1.18	3.02	15.24	65.69	201.57	148.93	
PF3D7_1334900	PF3D7_1334900.1	69.4	69.4	N/A	PF3D7_1334900	32.52	5.11	0.7	0	0	0	23.75	93.24	2.06	0.26	0.04	0	0	0	23.75	43.21	
PF3D7_1335000	PF3D7_1335000.1	88.1	88.1	MSRP1	PF3D7_1335000	134.89	31.31	4.04	1.37	1.45	2.69	1.89	15.36	8.54	1.61	0.26	0.25	0.93	2.4	1.89	7.12	
PF3D7_1335100	PF3D7_1335100.1	98.9	98.9	MSP7	PF3D7_1335100	1467.86	302.8	46.68	7.97	2.67	11.54	291.78	1395.28	92.91	15.59	3	1.44	1.72	10.29	291.78	646.7	
PF3D7_1335200	PF3D7_1335200.1	81.2	81.2	RH6	PF3D7_1335200	71.16	23.65	3.02	0.93	0.69	0.52	0.84	1.07	4.5	1.22	0.19	0.17	0.44	0.46	0.84	0.49	
PF3D7_1335300	PF3D7_1335300.1	88.7	88.7	RH2b	PF3D7_1335300	144.19	40.91	5.69	1.96	1.17	1.44	1.44	14.41	9.13	2.11	0.37	0.35	0.75	1.29	1.44	6.68	
PF3D7_1335400	PF3D7_1335400.1	95.2	95.2	RH2a	PF3D7_1335400	387.01	111.25	14.32	5.05	3.67	3.92	3.06	28.1	24.5	5.73	0.92	0.91	2.36	3.5	3.06	13.02	
PF3D7_1335500	PF3D7_1335500.1	14.3	14.3	N/A	PF3D7_1335500	1.51	0.55	0.73	0.33	0.56	0.07	0.33	0.38	0.1	0.03	0.05	0.06	0.36	0.06	0.33	0.18	
PF3D7_1335600	PF3D7_1335600.1	49.5	49.5	N/A	PF3D7_1335600	11.46	18.74	29.31	20.27	20.63	18.26	27.72	36.62	0.73	0.97	1.89	3.65	13.28	16.29	27.72	16.97	
PF3D7_1335700	PF3D7_1335700.1	31.7	31.7	N/A	PF3D7_1335700	4.62	2.18	4.07	7.35	18.51	31.39	46.4	49.5	0.29	0.11	0.26	1.33	11.91	28	46.4	22.94	
PF3D7_1335800	PF3D7_1335800.1	43.8	43.8	N/A	PF3D7_1335800	8.6	3.68	3.03	11.67	33.81	54.37	79.67	74.05	0.54	0.19	0.2	2.1	21.76	48.51	79.67	34.32	
PF3D7_1335900	PF3D7_1335900.1	15.5	15.5	TRAP	PF3D7_1335900	1.65	0.94	0.74	1.19	1.58	1.17	1.62	2.72	0.1	0.05	0.05	0.21	1.02	1.04	1.62	1.26	
PF3D7_1336000	PF3D7_1336000.1	69.3	69.3	N/A	PF3D7_1336000	32.44	40.94	51.31	42.33	41.6	42.99	44.36	40.3	2.05	2.11	3.3	7.63	26.77	38.36	44.36	18.68	
PF3D7_1336100	PF3D7_1336100.1	37.7	37.7	N/A	PF3D7_1336100	6.31	4.05	2.31	2.72	5.48	17.66	33.84	36.12	0.4	0.21	0.15	0.49	3.53	15.75	33.84	16.74	
PF3D7_1336200	PF3D7_1336200.1	71.2	71.2	N/A	PF3D7_1336200	36.7	17.85	37.45	121.07	387.15	620.47	734.41	421.82	2.32	0.92	2.41	21.82	249.15	553.53	734.41	195.51	
PF3D7_1336300	PF3D7_1336300.1	14	14	N/A	PF3D7_1336300	1.46	0.92	1.51	3.61	11.38	16.62	16.24	11.27	0.09	0.05	0.1	0.65	7.32	14.83	16.24	5.22	
PF3D7_1336400	PF3D7_1336400.1	57.2	57.2	N/A	PF3D7_1336400	16.68	10.94	6.71	5.76	12.77	35.06	58.84	49.99	1.06	0.56	0.43	1.04	8.22	31.28	58.84	23.17	
PF3D7_1336600	PF3D7_1336600.1	57.6	57.6	N/A	PF3D7_1336600	16.98	10.45	4.62	4.25	51.59	148.93	200.47	142.89	1.08	0.54	0.3	0.77	33.2	132.86	200.47	66.23	
PF3D7_1336700	PF3D7_1336700.1	96.4	96.4	N/A	PF3D7_1336700	536.22	594.95	364.57	363.14	355.95	456.63	445.55	249.42	33.94	30.63	23.46	65.43	229.07	407.37	445.55	115.6	
PF3D7_1336800	PF3D7_1336800.1	72.7	72.7	NUDC	PF3D7_1336800	39.67	118.03	170.25	209.21	289.99	281.59	181.19	55.56	2.51	6.08	10.96	37.7	186.62	251.22	181.19	25.75	
PF3D7_1336900	PF3D7_1336900.1	27.4	27.4	cTrpRS	PF3D7_1336900	3.7	17.75	30.4	42.52	45.73	46.64	46.96	29.03	0.23	0.91	1.96	7.66	29.43	41.61	46.96	13.45	
PF3D7_1337000	PF3D7_1337000.1	11.9	11.9	OCT1	PF3D7_1337000	1.16	1.12	3.22	9.73	19.8	16.96	10.55	3.95	0.07	0.06	0.21	1.75	12.74	15.13	10.55	1.83	
PF3D7_1337100	PF3D7_1337100.1	13	13	PK6	PF3D7_1337100	1.33	1.47	4.17	18.66	50.05	54.35	32.15	15.34	0.08	0.08	0.27	3.36	32.21	48.49	32.15	7.11	
PF3D7_1337200	PF3D7_1337200.1	14	14	DXS	PF3D7_1337200	1.46	4.39	9.53	13.5	27.94	34.2	30.18	20.01	0.09	0.23	0.61	2.43	17.98	30.51	30.18	9.27	
PF3D7_1337300	PF3D7_1337300.1	53.8	53.8	N/A	PF3D7_1337300	14.05	27.12	38.13	47.85	61.23	57.23	39.83	23.41	0.89	1.4	2.45	8.62	39.41	51.05	39.83	10.85	
PF3D7_1337400	PF3D7_1337400.1	84.2	84.2	N/A	PF3D7_1337400	90.93	148.3	179.04	112.31	75.42	106.48	120.74	82.93	5.76	7.63	11.52	20.24	48.54	95	120.74	38.44	
PF3D7_1337500	PF3D7_1337500.1	75.1	75.1	N/A	PF3D7_1337500	45.42	99.76	103.02	73.12	48.17	37.91	36.72	25.89	2.87	5.14	6.63	13.17	31	33.82	36.72	12	
PF3D7_1337700	PF3D7_1337700.1	74.8	74.8	N/A	PF3D7_1337700	44.92	9.89	2.55	0.9	1.61	1.49	7.69	78.68	2.84	0.51	0.16	0.16	1.04	1.33	7.69	36.47	
PF3D7_1337800	PF3D7_1337800.1	94.7	94.7	CDPK5	PF3D7_1337800	359.8	85.24	13	6.08	2.57	2.05	1.8	15.9	22.77	4.39	0.84	1.1	1.65	1.83	1.8	7.37	
